Call  Failure,Complains,Subscription  Length,Charge  Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Plan,Status,Age,Customer Value,Churn
0,No,35,0,0,0,25,0,3,Month,Not_Active,30,100,Yes
0,No,35,0,1478,25,25,8,4,Month,Active,45,100.075,No
0,No,32,1,6595,97,39,24,5,Month,Active,55,158.88,No
0,No,35,0,438,7,34,6,4,Month,Not_Active,45,96.125,Yes
0,No,35,1,148,4,29,4,5,Month,Active,55,45.78,No
20,No,30,3,15885,238,25,82,2,Month,Active,25,838.035,No
1,No,33,3,6775,116,296,35,2,Contract,Active,25,1642.095,No
0,No,35,0,3528,82,27,30,3,Month,Active,30,252.4,No
0,No,34,0,1475,44,63,22,3,Month,Not_Active,30,312.76,No
1,No,35,0,2590,53,200,25,2,Month,Active,25,1018.935,No
0,No,26,1,1125,36,218,13,2,Contract,Active,25,1033.245,No
0,No,25,0,1378,39,55,70,4,Month,Active,45,172.925,No
6,No,26,0,510,25,35,9,3,Month,Not_Active,30,161.4,No
0,No,25,0,635,10,46,5,4,Month,Not_Active,45,131.125,No
5,No,24,0,1035,32,44,15,2,Month,Active,25,246.015,No
0,No,24,0,3035,61,33,25,3,Month,Active,30,255.84,No
0,No,17,0,1505,26,53,16,2,Month,Active,25,307.395,No
11,No,16,1,6203,141,110,44,2,Contract,Active,25,780.48,No
7,No,14,0,8743,171,98,42,5,Month,Active,55,280.71,No
3,No,15,3,2663,45,56,21,3,Month,Active,30,332.32,No
0,No,8,1,4200,40,240,12,3,Month,Active,30,1129.6,No
0,Yes,8,1,1298,19,25,9,3,Month,Active,30,152.68,Yes
3,No,35,0,3950,59,0,11,2,Month,Active,25,180.405,No
0,No,36,0,0,0,0,0,2,Month,Not_Active,25,0,No
5,No,34,0,2033,48,320,18,2,Month,Active,25,1533.645,No
5,No,35,0,3778,54,0,29,1,Month,Active,15,210.76,No
0,No,35,0,1973,46,0,27,1,Month,Active,15,111.045,No
6,No,35,0,3355,70,0,22,2,Month,Active,25,154.125,No
0,No,35,0,1940,27,246,12,3,Month,Active,30,1062.68,No
8,No,34,0,8695,109,105,37,3,Month,Active,30,772.16,No
2,No,35,0,13353,157,0,38,3,Month,Active,30,540.4,No
2,No,35,0,4095,71,0,19,3,Month,Active,30,166.64,No
1,No,35,0,5498,83,0,6,2,Month,Active,25,251.145,No
4,No,35,0,1818,42,0,11,3,Month,Not_Active,30,74.4,No
20,No,35,1,14720,213,15,26,2,Month,Active,25,739.485,No
0,No,35,0,2675,15,444,2,3,Month,Active,30,1883.6,No
4,No,34,0,15065,170,111,24,2,Month,Active,25,1185.075,No
0,No,34,0,6080,74,147,20,3,Month,Active,30,834.16,No
0,No,34,0,455,2,0,5,2,Month,Not_Active,25,20.565,No
0,No,35,0,290,2,0,2,2,Month,Not_Active,25,13.14,No
0,No,34,0,0,0,0,0,2,Month,Not_Active,25,0,Yes
0,No,34,0,7088,115,345,37,2,Month,Active,25,1876.635,No
2,No,34,0,11045,142,0,41,3,Month,Active,30,447.48,No
3,No,34,0,6298,63,69,31,2,Month,Active,25,596.745,No
18,No,30,0,535,35,0,11,2,Month,Not_Active,25,25.65,Yes
16,No,33,6,10015,81,0,36,4,Month,Active,45,252.4,No
8,No,33,0,5398,86,0,18,2,Month,Active,25,246.78,Yes
0,No,31,0,2420,10,0,8,3,Month,Active,30,97.2,No
4,Yes,32,0,2570,29,0,10,2,Month,Not_Active,25,116.955,Yes
4,No,33,0,1848,32,0,25,3,Month,Not_Active,30,75.2,Yes
0,No,33,0,0,0,0,0,2,Month,Not_Active,25,0,Yes
0,No,33,0,1248,13,0,3,3,Month,Active,30,50.44,No
0,No,30,0,6365,85,0,16,4,Month,Active,45,161.25,No
0,No,33,0,0,0,0,0,3,Month,Not_Active,30,0,Yes
0,No,33,0,0,0,0,0,4,Month,Active,45,0,No
20,No,28,1,15655,226,0,74,2,Month,Active,25,714.645,No
1,No,31,1,6545,104,232,27,2,Contract,Active,25,1343.205,No
0,No,33,0,3298,70,0,22,2,Month,Active,25,151.56,No
0,No,32,0,1245,32,0,14,3,Month,Not_Active,30,51.08,No
1,No,33,0,2360,41,136,17,2,Month,Active,25,720.045,No
0,No,24,0,895,24,154,5,2,Contract,Active,25,734.355,No
0,No,23,0,1148,27,0,62,4,Month,Active,45,29.375,No
6,No,24,0,280,13,0,1,2,Month,Not_Active,25,13.185,No
0,No,23,0,0,0,0,0,4,Month,Not_Active,45,0,No
5,No,22,0,805,20,0,7,1,Month,Active,15,45.375,No
0,No,22,0,2805,49,0,17,3,Month,Active,30,114.16,No
0,No,15,0,1275,14,0,8,2,Month,Active,25,58.005,No
11,No,14,0,5973,129,46,36,1,Contract,Active,15,588.61,No
7,No,12,0,8513,159,34,34,4,Month,Active,45,301.8,No
3,No,13,1,2433,33,0,13,3,Month,Active,30,98.64,No
0,No,6,0,3970,28,176,4,2,Month,Active,25,971.91,No
0,Yes,6,0,1068,7,0,1,2,Month,Active,25,48.375,Yes
5,No,36,0,4255,66,7,18,2,Month,Active,25,225.945,No
0,No,37,0,0,0,9,0,2,Month,Not_Active,25,40.5,No
7,No,35,0,2338,55,361,25,2,Month,Active,25,1732.185,No
7,No,36,0,4083,61,3,36,1,Month,Active,15,244.42,No
0,No,36,0,2278,53,4,34,1,Month,Active,15,150.205,No
8,No,36,0,3660,77,34,29,2,Month,Active,25,321.165,No
1,No,36,0,2245,34,287,19,3,Month,Active,30,1239.16,No
10,No,35,1,9000,116,146,44,3,Month,Active,30,948.64,No
4,No,36,0,13658,164,2,45,3,Month,Active,30,560.88,No
4,No,36,0,4400,78,4,26,3,Month,Active,30,195.12,No
3,No,36,0,5803,90,9,13,2,Month,Active,25,305.685,No
6,Yes,36,0,2123,49,10,18,3,Month,Not_Active,30,126.88,No
22,No,36,2,15025,220,56,33,3,Month,Active,30,833.8,No
1,No,36,0,2980,22,485,9,3,Month,Active,30,2060.08,No
6,No,35,0,15370,177,152,31,2,Month,Active,25,1383.615,No
0,No,35,0,6385,81,188,27,3,Month,Active,30,1010.64,No
0,No,35,0,760,9,2,12,2,Month,Not_Active,25,43.605,No
0,No,36,0,595,9,15,9,2,Month,Not_Active,25,94.68,No
0,No,35,0,0,0,2,0,2,Month,Not_Active,25,9,Yes
0,No,35,0,7393,122,386,44,2,Month,Active,25,2075.175,No
4,No,35,0,11350,149,13,48,3,Month,Active,30,511.96,No
5,No,35,0,6603,70,110,38,2,Month,Active,25,795.285,No
20,No,31,0,840,42,18,18,2,Month,Not_Active,25,120.69,Yes
18,No,34,7,10320,88,3,43,4,Month,Active,45,267.7,No
10,No,34,0,5703,93,28,25,2,Month,Active,25,386.82,Yes
0,No,32,0,2725,17,2,15,3,Month,Active,30,117.68,No
6,No,33,0,2875,36,11,17,2,Month,Not_Active,25,180.495,Yes
6,Yes,34,0,2153,39,36,32,3,Month,Not_Active,30,231.68,Yes
0,No,34,0,0,0,2,0,3,Month,Not_Active,30,8,Yes
0,No,34,0,1553,20,2,7,3,Month,Active,30,70.92,No
0,No,31,0,6670,92,16,23,4,Month,Active,45,209.05,No
0,No,34,0,513,2,11,5,4,Month,Not_Active,45,40.375,Yes
0,No,34,0,0,0,6,0,5,Month,Active,55,9,No
22,No,29,2,15960,233,2,81,2,Month,Active,25,737.685,No
3,No,32,2,6850,111,273,34,2,Contract,Active,25,1541.745,No
0,No,34,0,3603,77,4,29,2,Month,Active,25,183.6,No
0,No,33,0,1550,39,40,21,3,Month,Not_Active,30,223.56,No
3,No,34,0,2665,48,177,24,2,Month,Active,25,918.585,No
1,No,25,0,1200,31,195,12,2,Contract,Active,25,932.895,No
1,No,24,0,1453,34,32,69,4,Month,Active,45,117.175,No
8,No,25,0,585,20,12,8,2,Month,Not_Active,25,81.225,No
0,No,24,0,710,5,23,4,4,Month,Not_Active,45,75.375,No
7,No,23,0,1110,27,21,14,2,Month,Active,25,145.665,No
0,No,23,0,3110,56,10,24,3,Month,Active,30,166.64,No
0,No,16,0,1580,21,30,15,2,Month,Active,25,207.045,No
13,No,15,0,6277,136,87,43,1,Contract,Active,15,831.215,No
9,No,13,0,8817,166,75,41,4,Month,Active,45,412.075,No
5,No,14,2,2737,40,33,20,3,Month,Active,30,243.08,No
0,No,7,0,4275,35,217,11,3,Month,Active,30,1040.4,No
0,Yes,7,0,1372,14,2,8,2,Month,Active,25,71.37,Yes
1,No,36,0,3875,64,0,12,2,Month,Active,25,177.255,No
0,No,37,0,0,0,0,0,2,Month,Not_Active,25,0,No
3,No,35,0,1958,53,343,19,2,Month,Active,25,1633.995,No
3,No,36,0,3703,59,0,30,2,Month,Active,25,169.29,No
0,No,36,0,1898,51,0,28,1,Month,Active,15,107.195,No
4,No,36,0,3280,75,16,23,2,Month,Active,25,222.975,No
0,No,36,0,1865,32,269,13,3,Month,Active,30,1151.88,No
6,No,35,1,8620,114,128,38,3,Month,Active,30,861.36,No
0,No,36,0,13278,162,0,39,3,Month,Active,30,537.6,No
0,No,36,0,4020,76,0,20,3,Month,Active,30,163.84,No
0,No,36,0,5423,88,0,7,2,Month,Active,25,247.995,No
2,No,36,0,1743,47,0,12,3,Month,Not_Active,30,71.6,No
18,No,36,2,14645,218,38,27,3,Month,Active,30,746.52,No
0,No,36,0,2600,20,467,3,3,Month,Active,30,1972.8,No
2,No,35,0,14990,175,134,25,2,Month,Active,25,1285.425,No
0,No,35,0,6005,79,170,21,3,Month,Active,30,923.36,No
0,No,35,0,380,7,0,6,2,Month,Not_Active,25,17.415,No
0,No,36,0,215,7,0,3,2,Month,Not_Active,25,9.99,No
0,No,35,0,0,0,0,0,2,Month,Not_Active,25,0,Yes
0,No,35,0,7013,120,368,38,2,Month,Active,25,1976.985,No
0,No,35,0,10970,147,0,42,3,Month,Active,30,444.68,No
1,No,35,0,6223,68,92,32,2,Month,Active,25,697.095,No
16,Yes,31,0,460,40,0,12,2,Month,Not_Active,25,22.5,Yes
14,No,34,7,9940,86,0,37,4,Month,Active,45,250.65,No
6,No,34,0,5323,91,10,19,2,Month,Active,25,288.63,Yes
0,No,32,0,2345,15,0,9,3,Month,Active,30,94.4,No
2,Yes,33,0,2495,34,0,11,2,Month,Not_Active,25,113.805,Yes
2,No,34,0,1773,37,18,26,3,Month,Not_Active,30,144.4,Yes
0,No,34,0,0,0,0,0,3,Month,Not_Active,30,0,Yes
0,No,34,0,1173,18,0,1,3,Month,Active,30,47.64,No
0,No,31,0,6290,90,0,17,4,Month,Active,45,159.5,No
0,No,34,0,0,0,0,0,4,Month,Not_Active,45,0,Yes
0,No,34,0,0,0,0,0,5,Month,Active,55,0,No
18,No,29,2,15580,231,0,75,2,Month,Active,25,711.495,No
0,No,32,2,6470,109,255,28,2,Contract,Active,25,1443.555,No
0,No,34,0,3223,75,0,23,2,Month,Active,25,148.41,No
0,No,33,0,1170,37,22,15,3,Month,Not_Active,30,136.28,No
0,No,34,0,2285,46,159,18,2,Month,Active,25,820.395,No
0,No,25,0,820,29,177,6,2,Contract,Active,25,834.705,No
0,No,24,0,1073,32,14,63,4,Month,Active,45,62.625,No
4,No,25,0,205,18,0,2,2,Month,Not_Active,25,10.035,No
0,No,24,0,0,0,5,0,4,Month,Not_Active,45,12.5,No
3,No,23,0,730,25,3,8,2,Month,Active,25,47.475,No
0,No,23,0,2730,54,0,18,3,Month,Active,30,111.36,No
0,No,16,0,1200,19,12,9,2,Month,Active,25,108.855,No
9,No,15,0,5897,134,69,37,1,Contract,Active,15,711.205,No
5,No,13,0,8437,164,57,35,4,Month,Active,45,357.525,No
1,No,14,2,2357,38,15,14,3,Month,Active,30,155.8,No
0,No,7,0,3895,33,199,5,3,Month,Active,30,953.12,No
0,No,7,0,992,12,0,2,2,Month,Active,25,45.18,Yes
1,No,31,0,4065,59,0,14,2,Month,Active,25,185.58,No
0,No,32,0,0,0,0,0,2,Month,Not_Active,25,0,No
3,No,30,0,2148,48,344,21,2,Month,Active,25,1646.82,No
3,No,31,0,3893,54,0,32,1,Month,Active,15,217.085,No
0,No,31,0,2088,46,0,30,1,Month,Active,15,117.37,No
4,No,31,0,3470,70,17,25,2,Month,Active,25,235.8,No
0,No,31,0,2055,27,270,15,3,Month,Active,30,1163.28,No
6,No,30,0,8810,109,129,40,3,Month,Active,30,872.76,No
0,No,31,0,13468,157,0,41,3,Month,Active,30,545,No
0,No,31,0,4210,71,0,22,3,Month,Active,30,171.24,No
0,No,31,0,5613,83,0,9,2,Month,Active,25,256.32,No
2,No,31,0,1933,42,0,14,3,Month,Not_Active,30,79,No
18,No,31,1,14835,213,39,29,2,Month,Active,25,852.66,No
0,No,31,0,2790,15,468,5,3,Month,Active,30,1984.2,No
2,No,30,0,15180,170,135,27,2,Month,Active,25,1298.25,No
0,No,30,0,6195,74,171,23,3,Month,Active,30,934.76,No
0,No,30,0,570,2,0,8,2,Month,Not_Active,25,25.74,No
0,No,31,0,405,2,0,5,2,Month,Not_Active,25,18.315,No
0,No,30,0,0,0,0,0,2,Month,Not_Active,25,0,Yes
0,No,30,0,7203,115,369,40,2,Month,Active,25,1989.81,No
0,No,30,0,11160,142,0,44,3,Month,Active,30,452.08,No
1,No,30,0,6413,63,93,34,2,Month,Active,25,709.92,No
16,No,26,0,650,35,1,14,2,Month,Not_Active,25,35.325,Yes
14,No,29,6,10130,81,0,39,4,Month,Active,45,255.275,No
6,No,29,0,5513,86,11,21,2,Month,Active,25,301.455,Yes
0,No,27,0,2535,10,0,11,3,Month,Active,30,101.8,No
2,No,28,0,2685,29,0,13,2,Month,Not_Active,25,122.13,Yes
2,No,29,0,1963,32,19,28,3,Month,Not_Active,30,155.8,Yes
0,No,29,0,0,0,0,0,2,Month,Not_Active,25,0,Yes
0,No,29,0,1363,13,0,3,3,Month,Active,30,55.04,No
0,No,26,0,6480,85,0,19,4,Month,Active,45,164.125,No
0,No,29,0,0,0,0,0,3,Month,Not_Active,30,0,Yes
0,No,29,0,0,0,0,0,4,Month,Active,45,0,No
18,No,24,1,15770,226,0,77,2,Month,Active,25,719.82,No
0,No,27,1,6660,104,256,30,2,Contract,Active,25,1456.38,No
0,No,29,0,3413,70,0,25,2,Month,Active,25,156.735,No
0,No,28,0,1360,32,23,17,3,Month,Not_Active,30,147.68,No
0,No,29,0,2475,41,160,20,2,Month,Active,25,833.22,No
0,No,20,0,1010,24,178,8,2,Contract,Active,25,847.53,No
0,No,19,0,1263,27,15,65,4,Month,Active,45,69.75,No
4,No,20,0,395,13,0,4,2,Month,Not_Active,25,18.36,No
0,No,19,0,520,4,6,2,4,Month,Not_Active,45,28.1,No
3,No,18,0,920,20,4,10,1,Month,Active,15,73.7,No
0,No,18,0,2920,49,0,20,3,Month,Active,30,118.76,No
0,No,11,0,1390,14,13,11,2,Month,Active,25,121.68,No
9,No,10,0,6087,129,70,39,1,Contract,Active,15,726.88,No
5,No,8,0,8627,159,58,37,4,Month,Active,45,364.65,No
1,No,9,1,2547,33,16,16,3,Month,Active,30,167.2,No
0,No,3,0,4085,28,200,7,2,Month,Active,25,1085.085,No
0,No,3,0,1182,7,0,4,2,Month,Active,25,53.505,Yes
5,No,41,0,4065,71,6,16,3,Month,Active,30,189.44,No
0,No,42,0,13,5,8,3,3,Month,Not_Active,30,32.72,No
7,No,40,0,2148,60,360,23,3,Month,Active,30,1528.32,No
7,No,41,0,3893,66,2,34,1,Month,Active,15,228.745,No
0,No,41,0,2088,58,3,32,2,Month,Active,25,110.07,No
8,No,41,1,3470,82,33,27,3,Month,Active,30,274.08,No
1,No,41,0,2055,39,286,17,3,Month,Active,30,1227.76,No
10,No,40,2,8810,121,145,42,3,Month,Active,30,937.24,No
4,No,41,0,13468,169,1,43,3,Month,Active,30,549.48,No
4,No,41,1,4210,83,3,24,3,Month,Active,30,183.72,No
3,No,41,0,5613,95,8,11,3,Month,Active,30,260.32,No
6,No,41,0,1933,54,9,16,3,Month,Not_Active,30,115.48,No
22,No,41,3,14835,225,55,31,3,Month,Active,30,822.4,No
1,No,41,1,2790,27,484,7,3,Month,Active,30,2048.68,No
6,No,40,0,15180,182,151,29,2,Month,Active,25,1370.79,No
0,No,40,1,6195,86,187,25,3,Month,Active,30,999.24,No
0,No,40,0,570,14,1,10,2,Month,Not_Active,25,30.78,No
0,No,41,0,405,14,14,7,3,Month,Not_Active,30,72.76,No
0,No,40,0,0,0,1,0,2,Month,Not_Active,25,4.5,Yes
0,No,40,0,7203,127,385,42,3,Month,Active,30,1833.2,No
4,No,40,1,11160,154,12,46,4,Month,Active,45,312.85,No
5,No,40,1,6413,75,109,36,2,Month,Active,25,782.46,No
20,No,36,0,650,47,17,16,3,Month,Not_Active,30,95.88,Yes
18,No,39,8,10130,93,2,41,5,Month,Active,55,156.345,No
10,No,39,1,5513,98,27,23,2,Month,Active,25,373.995,Yes
0,No,37,0,2535,22,1,13,3,Month,Active,30,106.28,No
6,Yes,38,0,2685,41,10,15,3,Month,Not_Active,30,149.04,Yes
6,No,39,0,1963,44,35,30,3,Month,Not_Active,30,220.28,Yes
0,No,39,0,0,0,1,0,3,Month,Not_Active,30,4,Yes
0,No,39,0,1363,25,1,5,4,Month,Active,45,37.2,No
0,No,36,1,6480,97,15,21,5,Month,Active,55,121.155,No
0,No,39,0,323,7,10,3,4,Month,Not_Active,45,33.25,Yes
0,No,39,1,33,4,5,1,5,Month,Active,55,8.055,No
22,No,34,3,15770,238,1,79,2,Month,Active,25,724.86,No
3,No,37,3,6660,116,272,32,2,Contract,Active,25,1528.92,No
0,No,39,0,3413,82,3,27,3,Month,Active,30,151.8,No
0,No,38,0,1360,44,39,19,3,Month,Not_Active,30,212.16,No
3,No,39,0,2475,53,176,22,2,Month,Active,25,905.76,No
1,No,30,1,1010,36,194,10,2,Contract,Active,25,920.07,No
1,No,29,0,1263,39,31,67,4,Month,Active,45,110.05,No
8,No,30,0,395,25,11,6,3,Month,Not_Active,30,60.8,No
0,No,29,0,520,10,22,2,4,Month,Not_Active,45,68.25,No
7,No,28,0,920,32,20,12,2,Month,Active,25,132.84,No
0,No,28,0,2920,61,9,22,3,Month,Active,30,155.24,No
0,No,21,0,1390,26,29,13,2,Month,Active,25,194.22,No
13,No,20,1,6087,141,86,41,2,Contract,Active,25,667.26,No
9,No,18,0,8627,171,74,39,5,Month,Active,55,242.97,No
5,No,19,3,2547,45,32,18,3,Month,Active,30,231.68,No
0,No,12,1,4085,40,216,9,3,Month,Active,30,1029,No
0,No,12,1,1182,19,1,6,3,Month,Active,30,52.04,Yes
9,No,37,0,4775,76,23,15,2,Month,Active,25,321.795,No
1,No,38,0,723,10,8,2,2,Month,Not_Active,25,68.985,No
11,No,36,0,2858,65,360,22,2,Month,Active,25,1751.535,No
11,No,37,0,4603,71,2,33,1,Month,Active,15,268.07,No
4,No,37,0,2798,63,3,31,1,Month,Active,15,173.855,No
12,No,37,1,4180,87,33,26,3,Month,Active,30,302.68,No
5,No,37,0,2765,44,286,16,3,Month,Active,30,1256.36,No
14,No,36,2,9520,126,145,41,3,Month,Active,30,965.84,No
8,No,37,0,14178,174,1,42,3,Month,Active,30,578.08,No
8,No,37,1,4920,88,3,23,3,Month,Active,30,212.32,No
7,No,37,0,6323,100,8,10,2,Month,Active,25,325.035,No
10,No,37,0,2643,59,9,15,3,Month,Not_Active,30,144.08,No
26,Yes,37,3,15545,230,55,30,3,Month,Active,30,851,No
5,No,37,1,3500,32,484,6,3,Month,Active,30,2077.28,No
10,No,36,0,15890,187,151,28,2,Month,Active,25,1402.965,No
4,No,36,1,6905,91,187,24,3,Month,Active,30,1027.84,No
1,No,36,0,1280,19,1,9,2,Month,Not_Active,25,62.955,No
3,No,37,0,1115,19,14,6,2,Month,Not_Active,25,114.03,No
0,No,36,0,0,0,1,0,2,Month,Not_Active,25,4.5,Yes
4,No,36,0,7913,132,385,41,2,Month,Active,25,2094.525,No
8,No,36,1,11870,159,12,45,3,Month,Active,30,529.16,No
9,No,36,1,7123,80,109,35,2,Month,Active,25,814.635,No
24,No,32,0,1360,52,17,15,2,Month,Not_Active,25,140.04,Yes
22,No,35,8,10840,98,2,40,4,Month,Active,45,278.45,No
14,No,35,1,6223,103,27,22,2,Month,Active,25,406.17,No
2,No,33,0,3245,27,1,12,3,Month,Active,30,134.88,No
10,No,34,0,3395,46,10,14,3,Month,Not_Active,30,177.64,Yes
10,Yes,35,0,2673,49,35,29,3,Month,Not_Active,30,248.88,Yes
1,No,35,0,538,7,1,1,3,Month,Not_Active,30,25.8,Yes
2,No,35,0,2073,30,1,4,3,Month,Active,30,88.12,No
4,No,32,1,7190,102,15,20,4,Month,Active,45,219.8,No
1,No,35,0,1033,12,10,2,4,Month,Not_Active,45,51.125,Yes
1,No,35,1,743,9,5,1,5,Month,Active,55,18.78,No
26,No,30,3,16480,243,1,78,2,Month,Active,25,757.035,No
7,No,33,3,7370,121,272,31,2,Contract,Active,25,1561.095,No
3,No,35,0,4123,87,3,26,2,Month,Active,25,202.95,No
4,No,34,0,2070,49,39,18,3,Month,Not_Active,30,240.76,No
7,No,35,0,3185,58,176,21,2,Month,Active,25,937.935,No
5,No,26,1,1720,41,194,9,2,Contract,Active,25,952.245,No
5,No,25,0,1973,44,31,66,4,Month,Active,45,127.925,No
12,No,26,0,1105,30,11,5,2,Month,Not_Active,25,100.575,No
1,No,25,0,1230,15,22,1,4,Month,Not_Active,45,86.125,No
11,No,24,0,1630,37,20,11,2,Month,Active,25,165.015,No
3,No,24,0,3630,66,9,21,3,Month,Active,30,183.84,No
3,No,17,0,2100,31,29,12,2,Month,Active,25,226.395,No
17,No,16,1,6797,146,86,40,1,Contract,Active,15,854.865,No
13,No,14,0,9337,176,74,38,4,Month,Active,45,422.825,No
9,No,15,3,3257,50,32,17,3,Month,Active,30,260.28,No
3,No,8,1,4795,45,216,8,3,Month,Active,30,1057.6,No
4,No,8,1,1892,24,1,5,3,Month,Active,30,80.64,Yes
0,No,35,0,3355,54,0,15,2,Month,Active,25,153.405,No
0,No,36,0,0,0,0,0,2,Month,Not_Active,25,0,No
0,No,34,0,1438,43,327,22,2,Month,Active,25,1538.145,No
0,No,35,0,3183,49,0,33,1,Month,Active,15,177.76,No
0,No,35,0,1378,41,0,31,1,Month,Active,15,78.045,No
0,No,35,0,2760,65,0,26,2,Month,Active,25,127.125,No
0,No,35,0,1345,22,253,16,3,Month,Active,30,1066.68,No
2,No,34,0,8100,104,112,41,3,Month,Active,30,776.16,No
0,No,35,0,12758,152,0,42,3,Month,Active,30,516.4,No
0,No,35,0,3500,66,0,23,3,Month,Active,30,142.64,No
0,No,35,0,4903,78,0,10,2,Month,Active,25,224.145,No
0,No,35,0,1223,37,0,15,3,Month,Not_Active,30,50.4,No
14,No,35,1,14125,208,22,30,2,Month,Active,25,743.985,No
0,No,35,0,2080,10,451,6,3,Month,Active,30,1887.6,No
0,No,34,0,14470,165,118,28,2,Month,Active,25,1189.575,No
0,No,34,0,5485,69,154,24,3,Month,Active,30,838.16,No
0,No,34,0,0,0,0,0,2,Month,Not_Active,25,0,No
0,No,35,0,0,0,0,0,2,Month,Not_Active,25,0,No
0,No,34,0,0,0,0,0,2,Month,Not_Active,25,0,Yes
0,No,34,0,6493,110,352,41,2,Month,Active,25,1881.135,No
0,No,34,0,10450,137,0,45,3,Month,Active,30,423.48,No
0,No,34,0,5703,58,76,35,2,Month,Active,25,601.245,No
0,Yes,30,0,0,0,0,0,2,Month,Not_Active,25,0,Yes
10,No,33,6,9420,76,0,40,4,Month,Active,45,237.4,No
2,Yes,33,0,4803,81,0,22,2,Month,Active,25,219.78,Yes
0,No,31,0,1825,5,0,12,3,Month,Active,30,73.2,No
0,No,32,0,1975,24,0,14,2,Month,Not_Active,25,89.955,Yes
0,No,33,0,1253,27,2,29,3,Month,Not_Active,30,59.2,Yes
0,Yes,33,0,0,0,0,0,2,Month,Not_Active,25,0,Yes
0,No,33,0,653,8,0,4,3,Month,Active,30,26.44,No
0,No,30,0,5770,80,0,20,4,Month,Active,45,146.25,No
0,No,33,0,0,0,0,0,3,Month,Not_Active,30,0,Yes
0,No,33,0,0,0,0,0,4,Month,Active,45,0,No
14,No,28,1,15060,221,0,78,2,Month,Active,25,687.645,No
0,No,31,1,5950,99,239,31,2,Contract,Active,25,1347.705,No
0,No,33,0,2703,65,0,26,2,Month,Active,25,124.56,No
0,No,32,0,650,27,6,18,3,Month,Not_Active,30,51.08,No
0,No,33,0,1765,36,143,21,2,Month,Active,25,724.545,No
0,No,24,0,300,19,161,9,2,Contract,Active,25,738.855,No
0,No,23,0,553,22,0,66,4,Month,Active,45,14.375,No
0,No,24,0,0,0,0,0,2,Month,Not_Active,25,0,No
0,No,23,0,0,0,0,0,4,Month,Not_Active,45,0,No
0,No,22,0,210,15,0,11,2,Month,Active,25,10.125,No
0,No,22,0,2210,44,0,21,3,Month,Active,30,90.16,No
0,No,15,0,680,9,0,12,2,Month,Active,25,31.005,No
5,No,14,0,5377,124,53,40,1,Contract,Active,15,594.055,No
1,No,12,0,7917,154,41,38,4,Month,Active,45,304.275,No
0,No,13,1,1837,28,0,17,3,Month,Active,30,74.6,No
0,No,6,0,3375,23,183,8,3,Month,Active,30,867.92,No
0,No,6,0,472,2,0,5,2,Month,Active,25,21.33,Yes
3,No,36,0,4065,65,0,15,2,Month,Active,25,185.85,No
0,No,37,0,0,0,0,0,2,Month,Not_Active,25,0,No
5,No,35,0,2148,54,352,22,2,Month,Active,25,1683.09,No
5,No,36,0,3893,60,0,33,1,Month,Active,15,217.415,No
0,No,36,0,2088,52,0,31,1,Month,Active,15,117.7,No
6,No,36,0,3470,76,25,26,2,Month,Active,25,272.07,No
0,No,36,0,2055,33,278,16,3,Month,Active,30,1195.52,No
8,No,35,1,8810,115,137,41,3,Month,Active,30,905,No
2,No,36,0,13468,163,0,42,3,Month,Active,30,545.24,No
2,No,36,0,4210,77,0,23,3,Month,Active,30,171.48,No
1,No,36,0,5613,89,0,10,2,Month,Active,25,256.59,No
4,No,36,0,1933,48,1,15,3,Month,Not_Active,30,83.24,No
20,No,36,2,14835,219,47,30,3,Month,Active,30,790.16,No
0,No,36,0,2790,21,476,6,3,Month,Active,30,2016.44,No
4,No,35,0,15180,176,143,28,2,Month,Active,25,1334.52,No
0,No,35,0,6195,80,179,24,3,Month,Active,30,967,No
0,No,35,0,570,8,0,9,2,Month,Not_Active,25,26.01,No
0,No,36,0,405,8,6,6,2,Month,Not_Active,25,45.585,No
0,Yes,35,0,0,0,0,0,2,Month,Not_Active,25,0,Yes
0,No,35,0,7203,121,377,41,2,Month,Active,25,2026.08,No
2,No,35,0,11160,148,4,45,3,Month,Active,30,468.32,No
3,No,35,0,6413,69,101,35,2,Month,Active,25,746.19,No
18,No,31,0,650,41,9,15,2,Month,Not_Active,25,71.595,Yes
16,No,34,7,10130,87,0,40,4,Month,Active,45,255.425,No
8,No,34,0,5513,92,19,22,2,Month,Active,25,337.725,Yes
0,No,32,0,2535,16,0,12,3,Month,Active,30,102.04,No
4,No,33,0,2685,35,2,14,2,Month,Not_Active,25,131.4,Yes
4,Yes,34,0,1963,38,27,29,3,Month,Not_Active,30,188.04,Yes
0,No,34,0,0,0,0,0,3,Month,Not_Active,30,0,Yes
0,No,34,0,1363,19,0,4,3,Month,Active,30,55.28,No
0,No,31,0,6480,91,7,20,4,Month,Active,45,181.775,No
0,Yes,34,0,323,1,2,2,4,Month,Not_Active,45,13.1,Yes
0,No,34,0,0,0,0,0,5,Month,Active,55,0,No
20,No,29,2,15770,232,0,78,2,Month,Active,25,720.09,No
1,No,32,2,6660,110,264,31,2,Contract,Active,25,1492.65,No
0,No,34,0,3413,76,0,26,2,Month,Active,25,157.005,No
0,No,33,0,1360,38,31,18,3,Month,Not_Active,30,179.92,No
